age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,signed up,gender
37,services,married,secondary,asian,no,345,yes,cellular,204,-1,0,f
34,admin.,married,secondary,asian,no,1191,yes,unknown,383,-1,0,f
37,admin.,single,secondary,asian,no,515,yes,cellular,59,-1,0,f
42,blue-collar,married,secondary,white,no,-755,yes,unknown,312,-1,0,m
30,technician,single,secondary,black,no,19,yes,cellular,16,-1,0,m
44,blue-collar,single,primary,white,no,38,yes,cellular,157,-1,0,m
35,blue-collar,married,primary,asian,no,102,yes,unknown,1334,-1,1,f
43,admin.,married,secondary,asian,no,101,yes,cellular,131,349,0,m
58,admin.,married,secondary,hispanic,no,310,yes,cellular,75,-1,0,f
45,housemaid,married,tertiary,asian,no,0,yes,telephone,309,-1,0,f
46,blue-collar,married,primary,asian,no,952,yes,cellular,233,-1,0,m
44,admin.,divorced,secondary,black,no,-179,yes,cellular,333,-1,0,f
36,admin.,married,tertiary,asian,no,157,yes,cellular,277,-1,0,m
33,technician,married,secondary,hispanic,no,177,yes,cellular,22,-1,0,f
40,blue-collar,married,primary,white,no,-214,yes,cellular,348,266,0,m
39,management,married,tertiary,asian,no,942,yes,cellular,564,265,0,m
31,housemaid,married,tertiary,hispanic,no,2190,yes,telephone,25,258,0,f
47,management,divorced,tertiary,asian,no,697,yes,cellular,139,-1,0,f
43,blue-collar,married,primary,hispanic,no,-93,yes,unknown,402,-1,0,f
48,management,married,secondary,white,no,4415,yes,cellular,271,102,0,f
38,blue-collar,divorced,secondary,hispanic,no,-138,yes,cellular,644,-1,0,f
22,technician,single,secondary,asian,no,890,yes,cellular,294,-1,0,m
41,technician,married,unknown,black,no,-391,yes,cellular,137,-1,0,f
43,services,married,primary,black,no,-88,yes,cellular,94,-1,0,f
22,management,single,tertiary,asian,no,374,yes,cellular,158,-1,0,m
24,blue-collar,single,secondary,black,no,578,yes,cellular,385,-1,0,m
46,blue-collar,married,secondary,white,no,209,yes,cellular,126,-1,0,m
38,blue-collar,married,primary,asian,no,-854,yes,unknown,194,-1,0,m
35,technician,married,secondary,hispanic,no,783,yes,cellular,772,-1,0,f
22,student,single,secondary,white,no,241,yes,cellular,200,-1,0,f
33,admin.,married,secondary,white,no,1114,yes,cellular,250,-1,0,f
33,blue-collar,married,primary,black,no,332,yes,unknown,116,-1,0,m
45,services,married,secondary,asian,no,4,yes,unknown,709,-1,0,m
39,blue-collar,married,secondary,hispanic,no,0,yes,cellular,513,176,0,m
29,technician,single,tertiary,hispanic,no,-229,yes,cellular,416,-1,0,f
26,self-employed,married,secondary,black,no,492,yes,cellular,439,-1,0,f
57,retired,single,tertiary,hispanic,no,2528,yes,unknown,724,-1,0,f
39,entrepreneur,married,secondary,white,no,1261,yes,unknown,129,-1,0,f
53,technician,single,secondary,asian,no,6164,yes,cellular,101,-1,0,m
42,admin.,married,secondary,black,no,1133,yes,cellular,375,-1,0,f
28,management,single,tertiary,black,no,320,yes,cellular,239,-1,0,f
33,blue-collar,single,secondary,hispanic,no,706,yes,cellular,329,322,0,m
24,admin.,single,secondary,black,no,1019,yes,unknown,99,-1,0,m
39,blue-collar,married,primary,black,no,157,yes,cellular,290,-1,0,m
46,management,married,primary,asian,no,312,yes,cellular,113,-1,0,m
27,unemployed,single,tertiary,hispanic,no,-446,yes,unknown,120,-1,0,f
35,entrepreneur,married,secondary,hispanic,yes,204,yes,unknown,424,-1,0,f
48,services,divorced,secondary,white,no,-276,yes,cellular,674,-1,1,f
41,management,single,tertiary,white,no,572,yes,unknown,8,-1,0,f
34,self-employed,single,tertiary,white,no,0,yes,unknown,48,422,0,m
59,blue-collar,married,secondary,black,no,437,yes,telephone,73,-1,0,m
35,blue-collar,married,primary,asian,yes,-1489,yes,unknown,177,-1,0,m
52,technician,married,tertiary,white,no,1405,yes,unknown,255,-1,0,f
54,retired,married,primary,hispanic,no,0,yes,unknown,106,-1,0,m
33,blue-collar,married,primary,asian,no,1416,yes,cellular,60,-1,0,f
28,services,single,secondary,white,no,-427,yes,unknown,965,-1,0,m
31,services,married,secondary,hispanic,no,272,yes,unknown,133,-1,0,m
26,blue-collar,married,secondary,black,no,245,yes,unknown,146,-1,0,m
45,admin.,married,secondary,hispanic,no,231,yes,unknown,151,-1,0,f
34,entrepreneur,single,secondary,white,no,0,yes,unknown,394,-1,0,f
55,technician,divorced,secondary,asian,no,61,yes,cellular,113,-1,0,m
31,technician,divorced,secondary,white,no,345,yes,cellular,318,-1,0,m
32,management,married,tertiary,hispanic,no,2976,yes,unknown,174,-1,0,m
29,technician,single,tertiary,hispanic,no,2269,yes,cellular,53,346,0,m
38,entrepreneur,divorced,secondary,hispanic,no,1190,yes,cellular,81,391,1,f
50,blue-collar,divorced,secondary,black,no,-1,yes,telephone,151,-1,0,m
33,services,divorced,secondary,asian,no,90,yes,cellular,114,-1,0,m
47,blue-collar,divorced,primary,asian,no,223,yes,telephone,140,-1,0,m
51,blue-collar,married,primary,white,no,111,yes,unknown,140,-1,0,m
59,admin.,married,primary,black,no,4387,yes,telephone,73,-1,0,m
33,technician,divorced,secondary,black,yes,10,yes,cellular,167,-1,0,m
41,technician,married,tertiary,hispanic,no,67,yes,cellular,814,-1,1,f
30,admin.,single,secondary,asian,no,1282,yes,cellular,346,356,0,m
28,unemployed,single,tertiary,asian,no,1010,yes,unknown,174,-1,0,m
28,blue-collar,married,secondary,black,no,196,yes,unknown,176,-1,0,m
47,services,married,primary,asian,no,0,yes,cellular,226,-1,0,f
44,services,married,secondary,asian,no,483,yes,telephone,87,-1,0,f
32,blue-collar,single,secondary,hispanic,no,551,yes,cellular,99,-1,0,m
43,blue-collar,married,primary,black,no,-404,yes,cellular,205,306,0,m
40,management,married,tertiary,asian,no,3352,yes,cellular,639,27,1,m
42,blue-collar,divorced,primary,hispanic,no,28,yes,unknown,126,-1,0,m
24,services,single,secondary,asian,no,1611,yes,unknown,418,-1,0,m
39,management,married,tertiary,black,no,378,yes,unknown,127,-1,0,m
49,management,married,tertiary,hispanic,no,666,yes,cellular,337,309,0,f
25,blue-collar,single,primary,asian,no,6100,yes,unknown,45,-1,0,m
50,management,married,tertiary,hispanic,no,3284,yes,unknown,51,-1,0,f
31,blue-collar,married,secondary,hispanic,no,439,yes,cellular,232,-1,0,m
37,admin.,married,secondary,hispanic,no,0,yes,telephone,280,-1,0,f
32,blue-collar,married,secondary,hispanic,no,536,yes,unknown,208,-1,0,m
60,management,married,primary,white,no,252,yes,cellular,123,147,0,m
36,admin.,married,secondary,asian,no,421,yes,cellular,246,334,0,m
43,blue-collar,divorced,secondary,black,no,47,yes,cellular,163,370,0,m
24,blue-collar,single,primary,white,no,111,yes,unknown,42,-1,0,m
32,management,single,tertiary,asian,no,914,yes,cellular,224,-1,0,m
28,management,single,tertiary,black,no,1466,yes,cellular,40,-1,0,f
49,blue-collar,married,primary,black,no,953,yes,unknown,278,-1,0,f
40,services,married,secondary,white,no,-626,yes,unknown,147,-1,0,m
30,admin.,single,secondary,white,no,1700,yes,cellular,279,-1,0,f
41,services,married,secondary,asian,no,-459,yes,cellular,162,-1,0,m
49,services,married,secondary,hispanic,no,66,yes,cellular,59,-1,0,f
35,self-employed,married,tertiary,asian,no,844,yes,unknown,60,-1,0,f
34,blue-collar,married,secondary,asian,no,8558,yes,unknown,466,-1,0,f
28,blue-collar,married,secondary,asian,no,-470,yes,cellular,275,-1,0,m
30,self-employed,married,secondary,asian,no,131,yes,unknown,306,-1,0,f
27,blue-collar,married,secondary,white,no,61,yes,unknown,1012,-1,1,m
51,management,married,tertiary,black,no,0,yes,cellular,263,84,0,f
29,admin.,married,secondary,black,no,445,yes,unknown,489,-1,0,f
31,technician,divorced,secondary,hispanic,no,-1185,yes,unknown,81,-1,0,f
32,self-employed,single,tertiary,black,no,46,yes,cellular,485,-1,1,m
28,blue-collar,married,secondary,hispanic,no,100,yes,unknown,132,-1,0,m
34,unemployed,married,secondary,hispanic,no,2173,yes,cellular,370,-1,0,f
29,management,married,tertiary,asian,no,168,yes,unknown,119,-1,0,m
34,technician,married,secondary,asian,no,1234,yes,cellular,185,-1,0,f
38,blue-collar,married,secondary,hispanic,no,452,yes,cellular,69,-1,0,f
46,blue-collar,married,primary,asian,no,91,yes,cellular,29,356,0,m
41,technician,divorced,secondary,asian,no,692,yes,cellular,249,245,0,f
33,management,married,tertiary,hispanic,no,663,yes,cellular,381,243,0,f
28,technician,single,secondary,white,no,3,yes,cellular,190,-1,0,f
45,services,married,secondary,asian,no,4005,yes,cellular,141,-1,0,f
38,blue-collar,married,secondary,asian,no,961,yes,unknown,346,-1,0,f
47,management,divorced,tertiary,white,no,8226,yes,cellular,137,-1,0,f
55,retired,married,secondary,white,no,2193,yes,unknown,72,-1,0,m
39,blue-collar,single,unknown,black,no,3912,yes,telephone,223,-1,0,f
32,management,married,secondary,asian,no,625,yes,cellular,352,56,0,m
36,technician,married,secondary,asian,no,3763,yes,unknown,83,-1,0,m
43,technician,divorced,secondary,black,no,87,yes,unknown,51,-1,0,f
30,management,married,tertiary,asian,no,302,yes,unknown,302,-1,0,f
27,technician,single,secondary,white,no,78,yes,cellular,5,-1,0,m
45,blue-collar,married,primary,hispanic,no,1335,yes,cellular,88,-1,0,f
37,blue-collar,married,secondary,black,no,151,yes,unknown,202,-1,0,f
47,admin.,married,secondary,white,no,175,yes,cellular,102,-1,0,m
42,unemployed,married,secondary,white,no,0,yes,unknown,158,-1,0,f
54,services,married,unknown,white,no,0,yes,cellular,686,267,1,m
43,admin.,married,primary,black,no,314,yes,unknown,134,-1,0,m
45,technician,single,tertiary,black,no,4537,yes,unknown,337,-1,0,f
45,admin.,married,secondary,hispanic,no,1214,yes,cellular,150,189,0,f
44,blue-collar,married,primary,white,no,417,yes,unknown,322,-1,0,f
34,admin.,married,secondary,black,no,3814,yes,cellular,286,-1,0,m
25,blue-collar,single,secondary,white,no,1857,yes,cellular,187,91,1,f
33,technician,married,tertiary,white,no,1746,yes,cellular,184,-1,0,m
39,management,single,tertiary,hispanic,no,26,yes,cellular,110,-1,0,m
57,technician,married,secondary,hispanic,no,629,yes,unknown,226,-1,0,m
44,management,married,tertiary,asian,no,6203,yes,cellular,58,188,0,m
37,blue-collar,married,primary,white,no,0,yes,unknown,129,-1,0,f
42,technician,married,tertiary,hispanic,no,239,yes,unknown,191,-1,0,f
50,technician,married,secondary,black,no,841,yes,unknown,54,-1,0,m
35,services,married,secondary,asian,no,819,yes,telephone,102,-1,0,m
47,admin.,married,tertiary,black,no,2279,yes,cellular,161,-1,0,f
35,blue-collar,married,secondary,black,no,120,yes,unknown,245,-1,0,m
50,self-employed,married,secondary,asian,no,0,yes,telephone,352,175,0,m
30,admin.,single,secondary,black,no,613,yes,cellular,180,302,0,m
59,retired,married,secondary,hispanic,no,1035,yes,cellular,126,239,0,m
42,technician,married,secondary,hispanic,no,613,yes,cellular,432,-1,0,f
35,admin.,married,tertiary,black,no,318,yes,cellular,142,-1,0,m
45,services,single,secondary,asian,no,1377,yes,unknown,171,-1,0,m
51,admin.,married,tertiary,black,no,0,yes,cellular,124,-1,1,m
34,management,single,tertiary,black,no,395,yes,cellular,316,-1,0,m
25,services,single,secondary,asian,no,55,yes,unknown,217,-1,0,m
31,management,divorced,tertiary,white,no,883,yes,cellular,168,-1,0,f
39,admin.,married,tertiary,white,no,464,yes,cellular,100,-1,0,f
51,management,married,tertiary,black,no,22557,yes,telephone,71,-1,0,m
33,management,single,tertiary,white,no,3161,yes,cellular,313,-1,1,f
35,technician,married,secondary,asian,no,19,yes,unknown,130,-1,0,m
35,technician,married,secondary,asian,no,483,yes,cellular,165,-1,0,f
31,blue-collar,single,secondary,hispanic,no,216,yes,unknown,128,-1,0,m
55,services,married,secondary,asian,no,186,yes,unknown,241,-1,0,f
32,management,married,tertiary,asian,no,2218,yes,cellular,37,-1,0,f
30,blue-collar,single,secondary,asian,no,75,yes,unknown,123,-1,0,f
37,management,divorced,secondary,hispanic,no,1655,yes,cellular,178,175,0,f
42,admin.,single,secondary,black,no,283,yes,unknown,446,-1,0,m
43,blue-collar,married,unknown,white,no,3373,yes,unknown,156,-1,0,m
35,blue-collar,married,secondary,black,no,674,yes,unknown,274,-1,0,f
46,management,married,primary,asian,no,357,yes,unknown,221,-1,0,f
39,blue-collar,married,secondary,white,no,-145,yes,cellular,1372,-1,0,m
31,technician,married,tertiary,asian,no,1496,yes,cellular,303,-1,0,f
45,blue-collar,married,secondary,black,no,7858,yes,unknown,641,-1,0,m
45,management,married,tertiary,white,no,-191,yes,cellular,178,-1,0,m
35,management,single,secondary,black,no,6809,yes,telephone,139,273,0,f
47,self-employed,married,unknown,black,no,935,yes,unknown,225,-1,0,f
31,blue-collar,single,secondary,asian,no,-745,yes,unknown,227,-1,0,f
41,unemployed,married,secondary,black,no,0,yes,cellular,400,-1,1,f
35,blue-collar,married,secondary,white,no,3015,yes,unknown,753,-1,0,m
36,blue-collar,married,primary,asian,no,656,yes,cellular,71,-1,0,m
46,admin.,single,secondary,hispanic,no,596,yes,cellular,138,-1,0,f
32,technician,single,unknown,hispanic,no,317,yes,unknown,394,-1,0,f
41,blue-collar,married,primary,asian,no,2097,yes,unknown,160,-1,0,f
30,services,married,tertiary,hispanic,no,2025,yes,cellular,140,-1,0,m
38,admin.,divorced,tertiary,asian,no,86,yes,unknown,218,-1,0,f
33,blue-collar,married,secondary,white,no,1624,yes,unknown,951,-1,0,m
37,services,married,secondary,hispanic,no,145,yes,telephone,74,-1,0,m
32,services,divorced,secondary,white,no,41,yes,cellular,251,187,0,m
43,technician,single,secondary,hispanic,no,257,yes,cellular,64,-1,0,m
54,blue-collar,married,secondary,asian,no,506,yes,cellular,126,-1,0,f
41,management,married,primary,white,no,-417,yes,unknown,51,-1,0,f
54,admin.,married,secondary,asian,no,222,yes,unknown,45,-1,0,f
30,blue-collar,married,secondary,white,no,0,yes,cellular,1399,-1,1,m
39,blue-collar,married,secondary,hispanic,no,1756,yes,cellular,939,-1,1,f
30,management,single,tertiary,white,no,234,yes,unknown,242,-1,0,f
35,blue-collar,married,primary,asian,no,-12,yes,unknown,212,-1,0,f
33,services,married,secondary,white,no,0,yes,telephone,44,-1,0,f
39,management,single,tertiary,asian,no,4025,yes,unknown,162,-1,0,f
40,services,single,secondary,asian,no,65,yes,cellular,15,-1,0,m
35,admin.,divorced,secondary,black,no,454,yes,cellular,154,-1,0,m
29,blue-collar,married,secondary,hispanic,no,2,yes,cellular,96,-1,0,m
30,management,married,tertiary,black,no,1418,yes,cellular,185,-1,0,m
42,blue-collar,married,primary,black,no,223,yes,unknown,41,-1,0,f
32,technician,divorced,secondary,black,no,211,yes,unknown,230,-1,0,f
35,technician,single,secondary,white,no,16,yes,cellular,903,-1,1,m
42,blue-collar,married,unknown,asian,no,149,yes,telephone,329,-1,0,f
35,management,married,tertiary,black,no,2682,yes,cellular,156,-1,0,m
36,blue-collar,married,primary,white,no,300,yes,cellular,57,342,0,m
33,blue-collar,married,primary,white,no,2064,yes,cellular,18,-1,0,f
25,services,single,secondary,white,no,216,yes,cellular,175,-1,0,f
37,management,divorced,secondary,black,no,1448,yes,cellular,196,283,0,m
53,management,married,secondary,white,no,51,yes,cellular,109,-1,0,f
59,blue-collar,divorced,primary,asian,no,457,yes,unknown,63,-1,0,f
41,management,married,tertiary,white,no,557,yes,cellular,148,-1,0,f
32,services,married,secondary,black,no,0,yes,telephone,75,-1,0,m
49,admin.,divorced,secondary,hispanic,no,-73,yes,cellular,31,-1,0,m
40,technician,married,tertiary,hispanic,no,602,yes,cellular,145,360,0,f
33,blue-collar,married,secondary,white,no,1240,yes,cellular,844,-1,1,f
36,blue-collar,divorced,secondary,white,no,421,yes,cellular,34,360,0,m
26,blue-collar,single,secondary,asian,no,474,yes,cellular,504,-1,0,f
53,housemaid,married,secondary,black,no,736,yes,unknown,535,-1,0,f
32,services,married,secondary,black,no,983,yes,cellular,500,133,1,m
44,blue-collar,married,secondary,black,no,-54,yes,unknown,437,-1,0,f
25,blue-collar,single,secondary,black,no,249,yes,unknown,149,-1,0,f
28,admin.,married,tertiary,black,no,153,yes,cellular,77,-1,0,m
42,blue-collar,married,primary,black,no,1520,yes,cellular,115,-1,0,m
57,blue-collar,divorced,secondary,white,no,1103,yes,cellular,98,-1,0,f
33,services,single,secondary,black,no,-27,yes,unknown,165,-1,0,m
47,admin.,married,tertiary,asian,no,97,yes,cellular,340,-1,0,f
38,management,married,tertiary,black,no,0,yes,telephone,25,-1,0,m
54,blue-collar,married,primary,hispanic,no,2110,yes,cellular,618,-1,0,f
41,management,divorced,tertiary,black,no,25,yes,cellular,117,-1,1,f
40,management,married,tertiary,asian,no,207,yes,unknown,39,-1,0,f
46,technician,divorced,tertiary,hispanic,no,477,yes,unknown,114,-1,0,m
43,technician,married,secondary,white,no,297,yes,cellular,119,-1,0,f
41,unemployed,married,secondary,black,no,274,yes,cellular,207,-1,0,m
23,technician,single,secondary,white,no,4659,yes,cellular,158,318,0,m
34,management,married,tertiary,hispanic,no,16649,yes,cellular,155,-1,0,f
42,technician,single,secondary,asian,no,0,yes,unknown,293,-1,0,f
50,blue-collar,married,primary,black,no,362,yes,unknown,201,-1,0,f
33,services,married,secondary,white,no,288,yes,cellular,306,-1,0,f
32,management,married,tertiary,white,no,713,yes,cellular,76,-1,0,f
31,services,married,secondary,asian,no,891,yes,unknown,44,-1,0,f
22,housemaid,single,secondary,asian,no,650,yes,unknown,181,-1,0,m
48,blue-collar,married,primary,asian,no,448,yes,unknown,189,-1,0,f
30,technician,single,secondary,black,no,592,yes,cellular,353,-1,0,f
24,blue-collar,married,secondary,hispanic,no,-389,yes,unknown,1242,-1,1,m
33,unemployed,married,secondary,black,no,229,yes,unknown,205,-1,0,m
38,management,single,tertiary,white,no,5073,yes,cellular,68,-1,0,m
28,unemployed,single,tertiary,white,no,1010,yes,cellular,911,336,0,m
45,management,married,tertiary,asian,no,706,yes,cellular,66,-1,0,f
35,admin.,married,secondary,asian,no,0,yes,cellular,18,-1,0,m
28,admin.,single,secondary,hispanic,no,207,yes,cellular,329,-1,0,f
26,entrepreneur,single,secondary,asian,no,0,yes,unknown,339,-1,0,m
36,blue-collar,married,secondary,hispanic,no,153,yes,cellular,263,171,0,f
36,technician,married,secondary,black,yes,947,yes,unknown,452,-1,0,m
31,admin.,single,secondary,hispanic,no,-449,yes,unknown,81,-1,0,f
33,management,married,tertiary,white,no,321,yes,unknown,101,-1,0,f
57,management,married,secondary,white,no,39,yes,cellular,114,-1,0,m
42,services,married,secondary,black,no,714,yes,cellular,211,358,0,m
48,self-employed,married,secondary,asian,no,1175,yes,cellular,62,-1,0,m
31,blue-collar,single,secondary,white,no,982,yes,cellular,182,-1,0,f
23,student,single,unknown,black,no,854,yes,unknown,664,-1,1,f
30,blue-collar,married,secondary,black,no,173,yes,unknown,217,-1,0,m
36,technician,married,secondary,black,no,432,yes,unknown,94,-1,0,f
45,technician,divorced,secondary,white,no,88,yes,cellular,55,-1,0,m
27,admin.,single,secondary,white,no,-215,yes,unknown,89,-1,0,m
40,management,single,secondary,black,no,1623,yes,cellular,161,167,0,f
47,admin.,married,secondary,white,no,292,yes,unknown,82,-1,0,f
43,technician,married,tertiary,black,no,3530,yes,cellular,470,-1,0,f
42,blue-collar,married,primary,white,no,258,yes,cellular,18,366,0,m
31,management,married,tertiary,black,no,477,yes,cellular,77,-1,0,m
50,services,married,secondary,hispanic,no,5699,yes,unknown,381,-1,0,m
39,blue-collar,married,secondary,white,no,576,yes,cellular,212,-1,0,m
54,management,single,tertiary,white,no,1439,yes,unknown,809,-1,0,m
45,self-employed,divorced,secondary,white,no,-139,yes,unknown,152,-1,0,f
38,admin.,married,secondary,hispanic,no,4458,yes,unknown,215,-1,0,f
44,blue-collar,married,secondary,asian,no,-95,yes,unknown,110,-1,0,m
39,technician,divorced,tertiary,black,no,113,yes,cellular,1012,-1,0,m
57,admin.,married,secondary,white,no,1509,yes,cellular,509,-1,0,f
31,blue-collar,married,primary,asian,no,4728,yes,cellular,114,183,0,f
33,admin.,single,primary,black,no,-258,yes,unknown,193,-1,0,f
46,management,married,tertiary,asian,no,273,yes,cellular,583,53,1,f
38,management,married,tertiary,black,no,-120,yes,cellular,148,367,0,f
29,entrepreneur,single,tertiary,white,no,402,yes,cellular,345,-1,0,f
39,technician,married,secondary,hispanic,no,-54,yes,unknown,252,-1,0,m
39,management,married,secondary,black,no,1410,yes,unknown,55,-1,0,f
32,blue-collar,married,primary,white,no,131,yes,unknown,212,-1,0,m
41,blue-collar,married,secondary,asian,no,1245,yes,cellular,123,271,0,m
37,technician,married,primary,hispanic,no,1653,yes,cellular,285,349,0,m
48,admin.,divorced,secondary,hispanic,no,-407,yes,cellular,210,352,0,f
34,technician,single,secondary,black,no,2660,yes,cellular,158,329,0,f
45,management,married,tertiary,hispanic,no,677,yes,cellular,253,334,0,m
36,admin.,married,secondary,black,no,110,yes,telephone,185,-1,0,f
28,services,single,secondary,white,no,2992,yes,cellular,337,-1,0,f
44,technician,married,tertiary,black,no,0,yes,unknown,127,-1,0,m
42,management,married,tertiary,white,no,1823,yes,unknown,31,-1,0,f
46,blue-collar,married,primary,hispanic,no,494,yes,cellular,131,365,0,f
34,blue-collar,single,unknown,hispanic,no,6141,yes,unknown,145,-1,0,m
28,blue-collar,married,tertiary,hispanic,no,417,yes,cellular,523,363,0,m
52,blue-collar,single,primary,asian,no,2024,yes,unknown,314,-1,0,m
42,blue-collar,married,primary,white,no,-336,yes,telephone,12,-1,0,f
46,services,married,secondary,hispanic,no,3269,yes,unknown,366,-1,0,f
28,blue-collar,married,primary,hispanic,no,459,yes,unknown,178,-1,0,m
31,services,married,secondary,black,no,1167,yes,cellular,279,-1,0,f
27,technician,single,tertiary,black,no,2781,yes,cellular,168,389,1,m
43,management,married,secondary,asian,no,2115,yes,cellular,102,-1,0,f
38,technician,divorced,secondary,white,no,631,yes,cellular,343,-1,0,m
26,blue-collar,married,primary,black,no,178,yes,unknown,833,-1,0,m
31,entrepreneur,single,tertiary,hispanic,yes,-405,yes,cellular,703,-1,1,m
55,management,married,primary,asian,no,338,yes,cellular,8,300,0,f
39,housemaid,married,secondary,asian,no,4136,yes,unknown,142,-1,0,f
39,technician,married,secondary,black,no,3494,yes,cellular,344,-1,0,m
36,services,married,secondary,white,no,0,yes,cellular,201,-1,0,f
60,technician,married,secondary,hispanic,no,216,yes,cellular,214,-1,0,f
52,management,married,secondary,white,no,0,yes,unknown,62,-1,0,f
30,admin.,married,tertiary,hispanic,no,400,yes,cellular,223,-1,0,m
36,technician,married,secondary,asian,no,1109,yes,unknown,122,-1,0,f
37,blue-collar,married,secondary,asian,no,965,yes,cellular,119,-1,0,m
50,management,married,tertiary,asian,no,2488,yes,unknown,91,-1,0,f
38,blue-collar,married,secondary,asian,no,1731,yes,cellular,162,350,0,m
29,services,divorced,secondary,black,no,92,yes,cellular,240,-1,0,f
35,admin.,single,tertiary,asian,no,1374,yes,cellular,319,-1,0,f
38,blue-collar,married,primary,white,no,362,yes,unknown,100,-1,0,f
35,unemployed,single,secondary,asian,no,2116,yes,cellular,409,-1,0,m
43,blue-collar,single,primary,hispanic,no,-234,yes,unknown,541,-1,0,m
28,self-employed,married,secondary,white,no,-228,yes,cellular,164,-1,0,f
46,services,single,secondary,black,no,897,yes,telephone,82,-1,0,f
58,retired,divorced,tertiary,white,no,-1598,yes,cellular,104,-1,0,f
43,blue-collar,divorced,primary,black,no,49,yes,unknown,100,-1,0,m
34,blue-collar,married,primary,black,no,3,yes,telephone,26,-1,0,m
31,services,divorced,secondary,black,no,62,yes,cellular,56,351,0,f
37,admin.,married,secondary,asian,no,-107,yes,unknown,158,-1,0,m
44,technician,divorced,secondary,hispanic,no,982,yes,unknown,650,-1,1,f
41,blue-collar,single,secondary,black,no,6393,yes,cellular,128,-1,0,f
39,blue-collar,married,secondary,asian,no,-131,yes,unknown,232,-1,0,f
23,technician,single,secondary,hispanic,no,1587,yes,cellular,502,-1,0,f
27,management,single,secondary,black,no,116,yes,cellular,138,-1,0,f
40,services,married,secondary,asian,no,1438,yes,cellular,207,351,0,f
30,admin.,married,secondary,asian,no,39,yes,cellular,101,-1,0,f
33,blue-collar,married,primary,asian,no,5151,yes,cellular,124,165,0,m
44,blue-collar,divorced,secondary,white,no,272,yes,cellular,219,205,0,f
60,services,married,tertiary,hispanic,no,4256,yes,cellular,200,92,1,m
39,management,married,tertiary,white,no,285,yes,cellular,838,-1,1,f
35,student,single,secondary,hispanic,no,2960,yes,unknown,123,-1,0,m
38,blue-collar,single,secondary,black,no,3344,yes,cellular,143,352,0,m
33,blue-collar,married,primary,asian,no,1050,yes,unknown,304,-1,0,f
33,technician,married,secondary,hispanic,no,-74,yes,cellular,198,-1,0,m
45,management,married,tertiary,black,no,740,yes,unknown,158,-1,0,f
56,blue-collar,married,primary,asian,no,690,yes,unknown,309,-1,0,f
33,services,married,secondary,white,no,-329,yes,cellular,113,-1,0,f
59,retired,married,secondary,asian,no,5706,yes,cellular,471,-1,0,m
38,self-employed,married,secondary,white,no,279,yes,unknown,110,-1,0,f
33,admin.,single,secondary,hispanic,no,4436,yes,unknown,81,-1,0,f
37,technician,single,secondary,asian,no,786,yes,unknown,103,-1,0,f
34,entrepreneur,married,primary,asian,no,165,yes,cellular,182,329,0,m
23,services,single,secondary,hispanic,no,1393,yes,cellular,42,-1,0,m
27,student,single,tertiary,white,no,3733,yes,telephone,299,-1,1,f
44,services,married,secondary,white,no,-230,yes,cellular,352,177,0,f
26,blue-collar,married,secondary,white,no,115,yes,unknown,46,-1,0,m
31,blue-collar,married,secondary,asian,no,864,yes,cellular,127,-1,0,m
35,services,single,secondary,hispanic,no,1701,yes,cellular,175,67,0,m
31,management,single,tertiary,white,no,581,yes,cellular,572,-1,0,f
29,blue-collar,married,secondary,white,no,5903,yes,unknown,194,-1,0,f
35,blue-collar,married,secondary,white,no,331,yes,unknown,116,-1,0,m
33,blue-collar,married,secondary,hispanic,no,304,yes,unknown,139,-1,0,f
39,admin.,married,secondary,hispanic,no,-362,yes,unknown,145,-1,0,f
34,management,married,tertiary,white,no,0,yes,unknown,150,-1,0,f
31,blue-collar,married,secondary,white,no,822,yes,unknown,185,-1,0,m
36,blue-collar,married,secondary,white,no,723,yes,cellular,101,-1,0,f
30,blue-collar,married,primary,black,no,0,yes,cellular,432,-1,0,f
46,management,married,tertiary,hispanic,no,245,yes,unknown,42,-1,0,m
32,blue-collar,single,secondary,black,no,3044,yes,cellular,533,-1,0,m
26,blue-collar,single,secondary,white,no,-29,yes,unknown,196,-1,0,m
52,admin.,married,secondary,white,no,1648,yes,cellular,172,-1,0,m
46,blue-collar,married,secondary,asian,no,1144,yes,cellular,376,129,1,m
33,blue-collar,married,secondary,hispanic,no,-257,yes,unknown,92,-1,0,f
53,blue-collar,married,secondary,hispanic,no,143,yes,cellular,122,-1,0,m
39,admin.,single,secondary,asian,no,2749,yes,cellular,128,-1,0,m
46,admin.,married,unknown,asian,no,0,yes,cellular,49,-1,0,f
31,management,married,tertiary,black,no,22546,yes,cellular,8,267,0,f
45,blue-collar,married,primary,hispanic,no,1265,yes,cellular,40,299,0,f
38,management,married,tertiary,black,no,7255,yes,cellular,78,44,0,m
23,technician,single,secondary,hispanic,yes,150,yes,unknown,66,-1,0,f
34,blue-collar,married,secondary,black,no,6411,yes,unknown,226,-1,0,m
30,self-employed,married,tertiary,black,no,-517,yes,cellular,123,-1,0,f
32,services,married,secondary,white,no,252,yes,cellular,148,-1,0,f
45,technician,married,secondary,white,no,2776,yes,cellular,287,181,1,m
41,unemployed,single,tertiary,hispanic,no,4517,yes,cellular,137,-1,0,f
43,self-employed,single,secondary,hispanic,no,798,yes,unknown,217,-1,0,m
